District_Name,Nitrogen,Phosphorus,Potassium,pH,Rainfall,Temperature,Crop,Fertilizer,Soil_color,Link,Yield
Kolhapur,130,60,70,6,900,30,Cotton,DAP,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,103
Kolhapur,135,60,70,6,900,30,Cotton,DAP,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,103.25
Kolhapur,140,60,70,6,900,30,Cotton,DAP,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,103.5
Kolhapur,145,60,70,6,900,30,Cotton,DAP,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,103.75
Kolhapur,150,60,70,6,900,30,Cotton,DAP,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,104
Kolhapur,100,40,75,6.5,1000,35,Cotton,DAP,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,110.75
Kolhapur,105,40,75,6.5,1000,35,Cotton,DAP,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,111
Kolhapur,110,40,75,6.5,1000,35,Cotton,DAP,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,111.25
Kolhapur,115,40,75,6.5,1000,35,Cotton,DAP,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,111.5
Kolhapur,120,40,75,6.5,1000,35,Cotton,DAP,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,111.75
Kolhapur,125,40,75,6.5,1000,35,Cotton,DAP,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,112
Kolhapur,130,40,75,6.5,1000,35,Cotton,DAP,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,112.25
Kolhapur,135,40,75,6.5,1000,35,Cotton,DAP,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,112.5
Kolhapur,140,40,75,6.5,1000,35,Cotton,DAP,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,112.75
Kolhapur,145,40,75,6.5,1000,35,Cotton,DAP,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,113
Kolhapur,150,40,75,6.5,1000,35,Cotton,DAP,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,113.25
Kolhapur,100,45,50,6,800,25,Cotton,Magnesium Sulphate,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,89.75
Kolhapur,105,45,50,6,800,25,Cotton,Magnesium Sulphate,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,90
Kolhapur,110,45,50,6,800,25,Cotton,Magnesium Sulphate,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,90.25
Kolhapur,115,45,50,6,800,25,Cotton,Magnesium Sulphate,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,90.5
Kolhapur,120,45,50,6,800,25,Cotton,Magnesium Sulphate,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,90.75
Kolhapur,125,45,50,6,800,25,Cotton,Magnesium Sulphate,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,91
Kolhapur,130,45,50,6,800,25,Cotton,Magnesium Sulphate,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,91.25
Kolhapur,135,45,50,6,800,25,Cotton,Magnesium Sulphate,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,91.5
Kolhapur,140,45,50,6,800,25,Cotton,Magnesium Sulphate,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,91.75
Kolhapur,145,45,50,6,800,25,Cotton,Magnesium Sulphate,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,92
Kolhapur,150,45,50,6,800,25,Cotton,Magnesium Sulphate,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,92.25
Kolhapur,100,50,55,6.5,900,30,Cotton,Magnesium Sulphate,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,100.25
Kolhapur,105,50,55,6.5,900,30,Cotton,Magnesium Sulphate,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,100.5
Kolhapur,110,50,55,6.5,900,30,Cotton,Magnesium Sulphate,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,100.75
Kolhapur,115,50,55,6.5,900,30,Cotton,Magnesium Sulphate,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,101
Kolhapur,120,50,55,6.5,900,30,Cotton,Magnesium Sulphate,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,101.25
Kolhapur,125,50,55,6.5,900,30,Cotton,Magnesium Sulphate,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,101.5
Kolhapur,130,50,55,6.5,900,30,Cotton,Magnesium Sulphate,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,101.75
Kolhapur,135,50,55,6.5,900,30,Cotton,Magnesium Sulphate,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,102
Kolhapur,140,50,55,6.5,900,30,Cotton,Magnesium Sulphate,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,102.25
Kolhapur,145,50,55,6.5,900,30,Cotton,Magnesium Sulphate,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,102.5
Kolhapur,150,50,55,6.5,900,30,Cotton,Magnesium Sulphate,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,102.75
Kolhapur,100,55,60,7,1000,35,Cotton,Magnesium Sulphate,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,110.75
Kolhapur,105,55,60,7,1000,35,Cotton,Magnesium Sulphate,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,111
Kolhapur,110,55,60,7,1000,35,Cotton,Magnesium Sulphate,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,111.25
Kolhapur,115,55,60,7,1000,35,Cotton,Magnesium Sulphate,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,111.5
Kolhapur,120,55,60,7,1000,35,Cotton,Magnesium Sulphate,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,111.75
Kolhapur,125,55,60,7,1000,35,Cotton,Magnesium Sulphate,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,112
Kolhapur,130,55,60,7,1000,35,Cotton,Magnesium Sulphate,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,112.25
Kolhapur,135,55,60,7,1000,35,Cotton,Magnesium Sulphate,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,112.5
Kolhapur,140,55,60,7,1000,35,Cotton,Magnesium Sulphate,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,112.75
Kolhapur,145,55,60,7,1000,35,Cotton,Magnesium Sulphate,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,113
Kolhapur,150,55,60,7,1000,35,Cotton,Magnesium Sulphate,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,113.25
Kolhapur,100,60,65,7.5,800,25,Cotton,Magnesium Sulphate,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,91.25
Kolhapur,105,60,65,7.5,800,25,Cotton,Magnesium Sulphate,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,91.5
Kolhapur,110,60,65,7.5,800,25,Cotton,Magnesium Sulphate,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,91.75
Kolhapur,115,60,65,7.5,800,25,Cotton,Magnesium Sulphate,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,92
Kolhapur,120,60,65,7.5,800,25,Cotton,Magnesium Sulphate,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,92.25
Kolhapur,125,60,65,7.5,800,25,Cotton,Magnesium Sulphate,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,92.5
Kolhapur,130,60,65,7.5,800,25,Cotton,Magnesium Sulphate,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,92.75
Kolhapur,135,60,65,7.5,800,25,Cotton,Magnesium Sulphate,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,93
Kolhapur,140,60,65,7.5,800,25,Cotton,Magnesium Sulphate,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,93.25
Kolhapur,145,60,65,7.5,800,25,Cotton,Magnesium Sulphate,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,93.5
Kolhapur,150,60,65,7.5,800,25,Cotton,Magnesium Sulphate,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,93.75
Kolhapur,100,40,70,6,900,30,Cotton,Magnesium Sulphate,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,100.5
Kolhapur,105,40,70,6,900,30,Cotton,Magnesium Sulphate,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,100.75
Kolhapur,110,40,70,6,900,30,Cotton,Magnesium Sulphate,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,101
Kolhapur,115,40,70,6,900,30,Cotton,Magnesium Sulphate,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,101.25
Kolhapur,120,40,70,6,900,30,Cotton,Magnesium Sulphate,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,101.5
Kolhapur,125,40,70,6,900,30,Cotton,Magnesium Sulphate,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,101.75
Kolhapur,130,40,70,6,900,30,Cotton,Magnesium Sulphate,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,102
Kolhapur,135,40,70,6,900,30,Cotton,Magnesium Sulphate,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,102.25
Kolhapur,140,40,70,6,900,30,Cotton,Magnesium Sulphate,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,102.5
Kolhapur,145,40,70,6,900,30,Cotton,Magnesium Sulphate,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,102.75
Kolhapur,150,40,70,6,900,30,Cotton,Magnesium Sulphate,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,103
Kolhapur,100,45,75,6.5,1000,35,Cotton,Magnesium Sulphate,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,111
Kolhapur,105,45,75,6.5,1000,35,Cotton,Magnesium Sulphate,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,111.25
Kolhapur,110,45,75,6.5,1000,35,Cotton,Magnesium Sulphate,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,111.5
Kolhapur,115,45,75,6.5,1000,35,Cotton,Magnesium Sulphate,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,111.75
Kolhapur,120,45,75,6.5,1000,35,Cotton,Magnesium Sulphate,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,112
Kolhapur,125,45,75,6.5,1000,35,Cotton,Magnesium Sulphate,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,112.25
Kolhapur,130,45,75,6.5,1000,35,Cotton,Magnesium Sulphate,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,112.5
Kolhapur,135,45,75,6.5,1000,35,Cotton,Magnesium Sulphate,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,112.75
Kolhapur,140,45,75,6.5,1000,35,Cotton,Magnesium Sulphate,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,113
Kolhapur,145,45,75,6.5,1000,35,Cotton,Magnesium Sulphate,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,113.25
Kolhapur,150,45,75,6.5,1000,35,Cotton,Magnesium Sulphate,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,113.5
Kolhapur,100,50,50,7,800,25,Cotton,13:32:26 NPK,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,90
Kolhapur,105,50,50,7,800,25,Cotton,13:32:26 NPK,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,90.25
Kolhapur,110,50,50,7,800,25,Cotton,13:32:26 NPK,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,90.5
Kolhapur,115,50,50,7,800,25,Cotton,13:32:26 NPK,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,90.75
Kolhapur,120,50,50,7,800,25,Cotton,13:32:26 NPK,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,91
Kolhapur,125,50,50,7,800,25,Cotton,13:32:26 NPK,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,91.25
Kolhapur,130,50,50,7,800,25,Cotton,13:32:26 NPK,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,91.5
Kolhapur,135,50,50,7,800,25,Cotton,13:32:26 NPK,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,91.75
Kolhapur,140,50,50,7,800,25,Cotton,13:32:26 NPK,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,92
Kolhapur,145,50,50,7,800,25,Cotton,13:32:26 NPK,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,92.25
Kolhapur,150,50,50,7,800,25,Cotton,13:32:26 NPK,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,92.5
Kolhapur,100,55,55,7.5,900,30,Cotton,13:32:26 NPK,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,100.5
Kolhapur,105,55,55,7.5,900,30,Cotton,13:32:26 NPK,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,100.75
Kolhapur,110,55,55,7.5,900,30,Cotton,13:32:26 NPK,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,101
Kolhapur,115,55,55,7.5,900,30,Cotton,13:32:26 NPK,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,101.25
Kolhapur,120,55,55,7.5,900,30,Cotton,13:32:26 NPK,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,101.5
Kolhapur,125,55,55,7.5,900,30,Cotton,13:32:26 NPK,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,101.75
Kolhapur,130,55,55,7.5,900,30,Cotton,13:32:26 NPK,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,102
Kolhapur,135,55,55,7.5,900,30,Cotton,13:32:26 NPK,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,102.25
Kolhapur,140,55,55,7.5,900,30,Cotton,13:32:26 NPK,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,102.5
Kolhapur,145,55,55,7.5,900,30,Cotton,13:32:26 NPK,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,102.75
Kolhapur,150,55,55,7.5,900,30,Cotton,13:32:26 NPK,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,103
Kolhapur,100,60,60,6,1000,35,Cotton,13:32:26 NPK,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,111
Kolhapur,105,60,60,6,1000,35,Cotton,13:32:26 NPK,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,111.25
Kolhapur,110,60,60,6,1000,35,Cotton,13:32:26 NPK,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,111.5
Kolhapur,115,60,60,6,1000,35,Cotton,13:32:26 NPK,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,111.75
Kolhapur,120,60,60,6,1000,35,Cotton,13:32:26 NPK,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,112
Kolhapur,125,60,60,6,1000,35,Cotton,13:32:26 NPK,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,112.25
Kolhapur,130,60,60,6,1000,35,Cotton,13:32:26 NPK,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,112.5
Kolhapur,135,60,60,6,1000,35,Cotton,13:32:26 NPK,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,112.75
Kolhapur,140,60,60,6,1000,35,Cotton,13:32:26 NPK,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,113
Kolhapur,145,60,60,6,1000,35,Cotton,13:32:26 NPK,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,113.25
Kolhapur,150,60,60,6,1000,35,Cotton,13:32:26 NPK,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,113.5
Kolhapur,100,40,65,6.5,800,25,Cotton,13:32:26 NPK,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,90.25
Kolhapur,105,40,65,6.5,800,25,Cotton,13:32:26 NPK,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,90.5
Kolhapur,110,40,65,6.5,800,25,Cotton,13:32:26 NPK,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,90.75
Kolhapur,115,40,65,6.5,800,25,Cotton,13:32:26 NPK,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,91
Kolhapur,120,40,65,6.5,800,25,Cotton,13:32:26 NPK,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,91.25
Kolhapur,125,40,65,6.5,800,25,Cotton,13:32:26 NPK,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,91.5
Kolhapur,130,40,65,6.5,800,25,Cotton,13:32:26 NPK,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,91.75
Kolhapur,135,40,65,6.5,800,25,Cotton,13:32:26 NPK,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,92
Kolhapur,140,40,65,6.5,800,25,Cotton,13:32:26 NPK,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,92.25
Kolhapur,145,40,65,6.5,800,25,Cotton,13:32:26 NPK,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,92.5
Kolhapur,150,40,65,6.5,800,25,Cotton,13:32:26 NPK,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,92.75
Kolhapur,100,45,70,7,900,30,Cotton,13:32:26 NPK,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,100.75
Kolhapur,105,45,70,7,900,30,Cotton,13:32:26 NPK,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,101
Kolhapur,110,45,70,7,900,30,Cotton,13:32:26 NPK,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,101.25
Kolhapur,115,45,70,7,900,30,Cotton,13:32:26 NPK,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,101.5
Kolhapur,120,45,70,7,900,30,Cotton,13:32:26 NPK,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,101.75
Kolhapur,125,45,70,7,900,30,Cotton,13:32:26 NPK,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,102
Kolhapur,130,45,70,7,900,30,Cotton,13:32:26 NPK,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,102.25
Kolhapur,135,45,70,7,900,30,Cotton,13:32:26 NPK,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,102.5
Kolhapur,140,45,70,7,900,30,Cotton,13:32:26 NPK,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,102.75
Kolhapur,145,45,70,7,900,30,Cotton,13:32:26 NPK,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,103
Kolhapur,150,45,70,7,900,30,Cotton,13:32:26 NPK,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,103.25
Kolhapur,100,50,75,7.5,1000,35,Cotton,13:32:26 NPK,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,111.25
Kolhapur,105,50,75,7.5,1000,35,Cotton,13:32:26 NPK,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,111.5
Kolhapur,110,50,75,7.5,1000,35,Cotton,13:32:26 NPK,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,111.75
Kolhapur,115,50,75,7.5,1000,35,Cotton,13:32:26 NPK,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,112
Kolhapur,120,50,75,7.5,1000,35,Cotton,13:32:26 NPK,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,112.25
Kolhapur,125,50,75,7.5,1000,35,Cotton,13:32:26 NPK,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,112.5
Kolhapur,130,50,75,7.5,1000,35,Cotton,13:32:26 NPK,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,112.75
Kolhapur,135,50,75,7.5,1000,35,Cotton,13:32:26 NPK,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,113
Kolhapur,140,50,75,7.5,1000,35,Cotton,13:32:26 NPK,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,113.25
Kolhapur,145,50,75,7.5,1000,35,Cotton,13:32:26 NPK,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,113.5
Kolhapur,150,50,75,7.5,1000,35,Cotton,13:32:26 NPK,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,113.75
Kolhapur,100,55,50,6,800,25,Cotton,DAP,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,90.25
Kolhapur,105,55,50,6,800,25,Cotton,DAP,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,90.5
Kolhapur,110,55,50,6,800,25,Cotton,DAP,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,90.75
Kolhapur,115,55,50,6,800,25,Cotton,DAP,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,91
Kolhapur,120,55,50,6,800,25,Cotton,DAP,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,91.25
Kolhapur,125,55,50,6,800,25,Cotton,DAP,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,91.5
Kolhapur,130,55,50,6,800,25,Cotton,DAP,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,91.75
Kolhapur,135,55,50,6,800,25,Cotton,DAP,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,92
Kolhapur,140,55,50,6,800,25,Cotton,DAP,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,92.25
Kolhapur,145,55,50,6,800,25,Cotton,DAP,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,92.5
Kolhapur,150,55,50,6,800,25,Cotton,DAP,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,92.75
Kolhapur,100,60,55,6.5,900,30,Cotton,DAP,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,100.75
Kolhapur,105,60,55,6.5,900,30,Cotton,DAP,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,101
Kolhapur,110,60,55,6.5,900,30,Cotton,DAP,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,101.25
Kolhapur,115,60,55,6.5,900,30,Cotton,DAP,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,101.5
Kolhapur,120,60,55,6.5,900,30,Cotton,DAP,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,101.75
Kolhapur,125,60,55,6.5,900,30,Cotton,DAP,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,102
Kolhapur,130,60,55,6.5,900,30,Cotton,DAP,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,102.25
Kolhapur,135,60,55,6.5,900,30,Cotton,DAP,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,102.5
Kolhapur,140,60,55,6.5,900,30,Cotton,DAP,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,102.75
Kolhapur,145,60,55,6.5,900,30,Cotton,DAP,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,103
Kolhapur,150,60,55,6.5,900,30,Cotton,DAP,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,103.25
Kolhapur,100,40,60,7,1000,35,Cotton,DAP,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,110
Kolhapur,105,40,60,7,1000,35,Cotton,DAP,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,110.25
Kolhapur,110,40,60,7,1000,35,Cotton,DAP,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,110.5
Kolhapur,115,40,60,7,1000,35,Cotton,DAP,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,110.75
Kolhapur,120,40,60,7,1000,35,Cotton,DAP,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,111
Kolhapur,125,40,60,7,1000,35,Cotton,DAP,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,111.25
Kolhapur,130,40,60,7,1000,35,Cotton,DAP,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,111.5
Kolhapur,135,40,60,7,1000,35,Cotton,DAP,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,111.75
Kolhapur,140,40,60,7,1000,35,Cotton,DAP,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,112
Kolhapur,145,40,60,7,1000,35,Cotton,DAP,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,112.25
Kolhapur,150,40,60,7,1000,35,Cotton,DAP,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,112.5
Kolhapur,100,45,65,7.5,800,25,Cotton,DAP,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,90.5
Kolhapur,105,45,65,7.5,800,25,Cotton,DAP,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,90.75
Kolhapur,110,45,65,7.5,800,25,Cotton,DAP,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,91
Kolhapur,115,45,65,7.5,800,25,Cotton,DAP,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,91.25
Kolhapur,120,45,65,7.5,800,25,Cotton,DAP,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,91.5
Kolhapur,125,45,65,7.5,800,25,Cotton,DAP,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,91.75
Kolhapur,130,45,65,7.5,800,25,Cotton,DAP,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,92
Kolhapur,135,45,65,7.5,800,25,Cotton,DAP,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,92.25
Kolhapur,140,45,65,7.5,800,25,Cotton,DAP,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,92.5
Kolhapur,145,45,65,7.5,800,25,Cotton,DAP,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,92.75
Kolhapur,150,45,65,7.5,800,25,Cotton,DAP,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,93
Kolhapur,100,50,70,6,900,30,Cotton,DAP,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,101
Kolhapur,105,50,70,6,900,30,Cotton,DAP,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,101.25
Kolhapur,110,50,70,6,900,30,Cotton,DAP,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,101.5
Kolhapur,115,50,70,6,900,30,Cotton,DAP,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,101.75
Kolhapur,120,50,70,6,900,30,Cotton,DAP,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,102
Kolhapur,125,50,70,6,900,30,Cotton,DAP,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,102.25
Kolhapur,130,50,70,6,900,30,Cotton,DAP,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,102.5
Kolhapur,135,50,70,6,900,30,Cotton,DAP,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,102.75
Kolhapur,140,50,70,6,900,30,Cotton,DAP,Red,https://www.youtube.com/live/vX-DfTU-KbE?feature=share,103
